channel_id,segment_type,segment_name,user_count,percentage
2388099820,age_group,unknown,39,100.0
2388099820,interest,general,32,82.05
2388099820,interest,competitive_exams,6,15.38
2388099820,interest,entertainment,1,2.56
2388099820,location,unspecified,38,95.0
2388099820,location,delhi_ncr,1,2.5
2388099820,location,pan_india,1,2.5
2388099820,profession,unspecified,33,84.62
2388099820,profession,student,6,15.38
